Rank,Name,Nation,Points,Short Rank,Short Score,Free Rank,Free Score,Date,Event
1,Maxim KOVTUN,RUS,243.35,6,77.11,1,166.24,2014-11-23,gpfra2014
2,Tatsuki MACHIDA,JPN,237.74,2,88.7,2,149.04,2014-11-23,gpfra2014
3,Denis TEN,KAZ,236.28,1,91.78,5,144.5,2014-11-23,gpfra2014
4,Konstantin MENSHOV,RUS,233.22,3,87.47,4,145.75,2014-11-23,gpfra2014
5,Adam RIPPON,USA,225.42,7,76.98,3,148.44,2014-11-23,gpfra2014
6,Adian PITKEEV,RUS,219.38,8,76.21,7,143.17,2014-11-23,gpfra2014
7,Richard DORNBUSH,USA,219.27,4,80.24,8,139.03,2014-11-23,gpfra2014
8,Han YAN,CHN,216.85,10,73.18,6,143.67,2014-11-23,gpfra2014
9,Chafik BESSEGHIER,FRA,211.24,5,78.22,9,133.02,2014-11-23,gpfra2014
10,Douglas RAZZANO,USA,194.24,11,64.98,10,129.26,2014-11-23,gpfra2014
11,Florent AMODIO,FRA,193.0,9,75.07,11,117.93,2014-11-23,gpfra2014
